hour;date;Índice de calor;Humedad relativa;Presión de vapor;Radiación solar;Temperatura;Punto de rocío;Temperatura del bulbo húmedo;Velocidad del viento;Racha de viento máxima;Dirección del viento;Humectación en hoja (porcentaje);Presión atmosférica;Precipitaciones
9;28/08/2024;18,125;57,5;21,26;236,25;18,125;9,5275;13,45054392;1,25;3,75;33,75;0;934,55;0
10;28/08/2024;21,425;49,5;25,8725;405,75;21,425;10,345;15,18801289;2;4,5;56,25;0;934,675;0
11;28/08/2024;24,675;42,75;31,285;558;24,675;11,1175;16,80063544;2,25;5,75;185,625;0;934,575;0
12;28/08/2024;27,54551532;38,75;37,6075;653,25;27,9;12,575;18,63233896;3,25;6,5;174,375;0;934,2;0
13;28/08/2024;29,54561364;38,75;42,3025;698,25;30;14,4225;20,22152303;6;11,75;191,25;0;933,85;0
14;28/08/2024;30,97645262;37,75;45,4625;552,75;31,3;15,2225;21,02544067;6,75;14,25;202,5;0;933,45;0
15;28/08/2024;31,97463454;35,75;48,035;651,75;32,3;15,28;21,36793636;6,75;11,75;202,5;0;932,975;0
16;28/08/2024;32,90515011;34;50,47;553,5;33,2;15,2925;21,65733511;5,25;11,75;157,5;0;932,375;0
17;28/08/2024;33,48380396;33,75;51,695;285,75;33,625;15,5425;21,90802379;5;12,25;157,5;0;931,925;0
18;28/08/2024;32,17754744;35,5;48,535;167,25;32,475;15,3125;21,43297059;4,75;10,75;213,75;0;931,55;0
19;28/08/2024;30,6097859;38,75;44,47;74,25;30,9;15,2325;20,90129228;1;4,75;90;0;931,425;0
20;28/08/2024;28,72839599;39,25;40,3975;18;29,175;13,9175;19,68807681;1;2,75;247,5;0;931,475;0
21;28/08/2024;26,87508627;44,75;35,465;0;26,875;13,84;18,86685041;0,25;1,25;135;0;932;0
22;28/08/2024;24,075;52,75;30,1925;0;24,075;13,7725;17,84137897;0,75;2,5;101,25;0;932,7;0
23;28/08/2024;22,75;47,75;27,935;0;22,75;11,0375;16,02600678;1;3;67,5;0;932,75;0
0;29/08/2024;22,975;58,75;28,325;0;22,975;14,395;17,76028598;7,75;12,75;112,5;0;933,1;0
1;29/08/2024;20,4;71,75;24,3175;0;20,4;15,0875;17,17374205;9;13,5;45;0;934,025;0
2;29/08/2024;19,2;77,5;22,625;0;19,2;15,1425;16,74913601;7,5;12,5;56,25;0;934,4;0
3;29/08/2024;18,725;80,25;21,9875;0;18,725;15,2275;16,61438783;5,25;9;22,5;0;934,1;0
4;29/08/2024;17,975;83,25;21,015;0;17,975;15,07;16,23209301;4,25;7,25;33,75;0;933,325;0
5;29/08/2024;17,525;88,5;20,45;0;17,525;15,58;16,35246173;4,5;8,75;101,25;31,25;933,65;0,05
6;29/08/2024;17,25;91,75;20,11;0;17,25;15,885;16,42245218;5,75;12;33,75;31;933,625;0
7;29/08/2024;17,175;94,25;20,02;0;17,175;16,235;16,60224184;3,5;7,5;236,25;47,25;934,525;2,15
8;29/08/2024;17,35;95,5;20,23;7,5;17,35;16,615;16,90066809;2,75;5,75;33,75;52,25;935,375;0
9;29/08/2024;17,325;95,5;20,2;17,25;17,325;16,59;16,87611396;4;9;163,125;40,25;936,2;0,6
10;29/08/2024;17,6;95,25;20,5425;43,5;17,6;16,8225;17,12219559;3;6,5;84,375;41;937,05;0,35
11;29/08/2024;19,2;92,75;22,6375;237,75;19,2;17,9875;18,42986711;5;8,25;45;1,25;936,525;0,05
12;29/08/2024;22,85;77,75;28,1475;555;22,85;18,71;20,15308037;5,5;8,75;129,375;0;935,625;0
13;29/08/2024;25,25;68,5;32,3125;647,25;25,25;19,0125;21,13710036;6;10,75;146,25;0;935,175;0
14;29/08/2024;26,025;64,5;33,785;576,75;26,025;18,7925;21,25620481;5,75;10,25;123,75;0;934,8;0
15;29/08/2024;29,82103845;57,75;38,7775;596,25;28,45;19,29;22,31415687;3,75;9,75;135;0;934,075;0
16;29/08/2024;29,34195872;54,25;38,6075;347,25;28,375;18,2475;21,68789529;3,25;7,25;157,5;0;933,675;0
17;29/08/2024;27,43458777;58,75;35,69;96;26,975;18,1175;21,18678345;0,75;2,75;78,75;0;933;0
18;29/08/2024;24,425;70,75;30,8075;30,75;24,425;18,6975;20,69432051;3,5;7,5;157,5;0;933,675;0
19;29/08/2024;22,75;75,25;27,935;140,25;22,75;18,1175;19,76436456;7,75;13,5;135;0,25;933,375;0
20;29/08/2024;22,55;69,75;27,6;55,5;22,55;16,7225;18,8771819;6,5;11,5;101,25;0;933,275;0
21;29/08/2024;21,5;74,5;25,955;2,25;21,5;16,75;18,51822358;4,5;8,5;95,625;0;934,075;0
22;29/08/2024;20,55;79,5;24,5275;0;20,55;16,8575;18,23967281;4,25;7,5;50,625;0;934,725;0
23;29/08/2024;19,55;85,25;23,1075;0;19,55;16,99;17,95251691;4,75;8,5;90;0;935;0
0;30/08/2024;19,1;83,75;22,49;0;19,1;16,27;17,35698018;5,5;9;28,125;0;935,475;0
1;30/08/2024;18,75;84,75;22,0225;0;18,75;16,11;17,13427804;8,75;14,75;11,25;0;935,85;0
2;30/08/2024;17,975;86,5;21,0175;0;17,975;15,6725;16,57978161;7,5;11,5;39,375;0;935,95;0
3;30/08/2024;17,15;89,75;19,99;0;17,15;15,4375;16,12200828;3,5;6,5;45;0;935,625;0
4;30/08/2024;16,65;90,5;19,3925;0;16,65;15,075;15,71151008;3;5,25;22,5;0;935,35;0
5;30/08/2024;15,975;93,25;18,6025;0;15,975;14,8775;15,32518508;2;4,25;39,375;11,25;935,025;0
6;30/08/2024;15,65;94;18,235;0;15,65;14,68;15,07884803;2,25;4,75;45;21,5;935,025;0
7;30/08/2024;15,425;95;17,9825;0,75;15,425;14,6225;14,95310014;3;5,25;33,75;21;935,175;0
8;30/08/2024;15,5;95,5;18,0675;31,5;15,5;14,7775;15,07461382;1,25;3;56,25;25;935,575;0
9;30/08/2024;18,15;88,75;21,3175;170,25;18,15;16,2175;16,95917144;2,5;4,75;84,375;7,5;935,875;0
10;30/08/2024;21,9;77,5;26,6;406,5;21,9;17,7675;19,25993149;2,75;5,5;123,75;0;935,875;0
11;30/08/2024;24,85;70;31,5825;548,25;24,85;18,9825;20,98747015;3,25;6,5;33,75;0;935,725;0
12;30/08/2024;26,725;64,25;35,15;656,25;26,725;19,3975;21,84096143;3;6,25;90;0;935,175;0
13;30/08/2024;29,39882408;59,5;37,8575;716,25;28,025;19,37;22,23139987;2,75;6,75;157,5;0;934,575;0
14;30/08/2024;29,20118087;49,25;39,3275;477;28,7;17,0125;21,11193935;2,75;6,5;157,5;0;934,075;0
15;30/08/2024;30,36016127;46,5;42,0025;512,25;29,875;17,1825;21,57742478;4,25;9,25;168,75;0;933,625;0
16;30/08/2024;30,57764669;44,75;42,83;388,5;30,225;16,9025;21,53620348;4,5;9,75;236,25;0;933;0
17;30/08/2024;30,78050379;39,75;44,54;235,5;30,925;15,665;21,12327796;3;8,75;213,75;0;932,4;0
18;30/08/2024;29,44906469;48,5;39,8425;249,75;28,9;16,9575;21,13963155;7,25;12,25;168,75;0;932,5;0
19;30/08/2024;27,5674437;51;36,435;54,75;27,35;16,3175;20,29354464;4;8,5;90;0;932,575;0
20;30/08/2024;24,3;64,5;30,605;15,75;24,3;17,1325;19,71712168;7,75;14,75;39,375;0;933,25;0
21;30/08/2024;22,15;77,5;26,975;0;22,15;18,0025;19,48693152;6;11;56,25;0;933,875;0
22;30/08/2024;20,9;78,25;25,0425;0;20,9;16,95;18,42038278;6,75;10,75;45;0;934,25;0
23;30/08/2024;20,15;80,5;23,95;0;20,15;16,67;17,98199181;6,25;10,75;22,5;0;934,325;0
0;31/08/2024;19,6;81,5;23,175;0;19,6;16,3275;17,57868574;6,75;11;90;0;934,25;0
1;31/08/2024;19,325;80;22,795;0;19,325;15,765;17,14998591;5,5;9;11,25;0;934,5;0
2;31/08/2024;19,225;83,5;22,655;0;19,225;16,34;17,44780864;3,5;6,75;33,75;0;934,425;0
3;31/08/2024;19,1;83;22,49;0;19,1;16,1275;17,27305808;1,5;3,75;67,5;0;934,1;0
4;31/08/2024;18,75;83,5;22,0225;0;18,75;15,875;16,99560603;1;2,5;67,5;0;933,8;0
5;31/08/2024;18,225;85,5;21,3325;0;18,225;15,7325;16,71209808;0,75;2,75;78,75;0;933,675;0
6;31/08/2024;17,75;88;20,7325;0;17,75;15,72;16,52064468;1;2,5;45;0;933,6;0
7;31/08/2024;17,25;88,5;20,11;0;17,25;15,3175;16,09001787;1,5;3,5;22,5;0;934,1;0
8;31/08/2024;17,75;86,25;20,7425;77,25;17,75;15,4;16,33314206;1;2,75;33,75;0;934,475;0
9;31/08/2024;20,475;75,25;24,4225;213;20,475;15,9175;17,66667813;3;5,5;33,75;0;934,55;0
10;31/08/2024;22,675;67,75;27,86;332,25;22,675;16,36;18,71248494;4;7,75;33,75;0;934,575;0
11;31/08/2024;25,25;61;32,335;483,75;25,25;17,1525;20,05365683;3,25;6,5;163,125;0;934,475;0
12;31/08/2024;27,10047689;56,5;35,1125;522;26,7;17,325;20,63287951;3,5;8;151,875;0;934,225;0
13;31/08/2024;27,02196366;57,5;35,3075;331,5;26,8;17,695;20,87248667;2,25;5,5;135;0;933,5;0
14;31/08/2024;23,15;64,25;28,6775;150;23,15;15,9275;18,65566866;4;10;67,5;7,25;933,75;0,1
15;31/08/2024;21,35;81;25,725;124,5;21,35;17,9075;19,15640776;3,5;10;146,25;16,5;933,9;0,4
16;31/08/2024;21,325;84,75;25,69;287,25;21,325;18,6275;19,58411305;5,75;10,5;39,375;1,25;933,725;0,05
17;31/08/2024;20,025;85,75;23,77;78,75;20,025;17,5475;18,46177326;4,25;8,75;101,25;0;933,85;0
18;31/08/2024;19,25;85,25;22,6975;39,75;19,25;16,6925;17,66267592;3,5;7;101,25;10,5;933,65;0,15
19;31/08/2024;17,975;92,25;21,015;25,5;17,975;16,6875;17,18204939;2;5,75;101,25;31,5;933,6;0,25
20;31/08/2024;18,175;90,5;21,2675;15,75;18,175;16,5825;17,19410809;2,5;5,5;45;12,25;933,6;0,05
21;31/08/2024;18,125;90;21,205;0;18,125;16,445;17,09340262;2,75;5,5;180;0;934,075;0
22;31/08/2024;18,175;91;21,2675;0;18,175;16,67;17,24670315;1,25;4;101,25;2,5;934,175;0
23;31/08/2024;17,475;93;20,3925;0;17,475;16,32;16,7700992;0;1,5;0;12,75;934,3;0
0;01/09/2024;16,7;94,5;19,45;0;16,7;15,805;16,15989808;0,5;2;112,5;19,25;934,3;0
1;01/09/2024;17,075;92,5;19,9;0;17,075;15,84;16,32761269;3,75;6,5;11,25;6,25;934,55;0
2;01/09/2024;16,525;94,5;19,24;0;16,525;15,63;15,9875937;3;4,25;112,5;18,25;934,35;0
3;01/09/2024;15,975;95,25;18,6025;0;15,975;15,2075;15,51896095;1;2,25;22,5;15,5;934,2;0
4;01/09/2024;15,3;96;17,845;0;15,3;14,66;14,92434263;0;0,75;135;13,5;934,05;0
5;01/09/2024;14,85;96;17,3575;0;14,85;14,21;14,47949038;0;0,75;78,75;14;933,725;0
6;01/09/2024;14,55;96,75;17,0375;0;14,55;14,035;14,25214042;0,25;1,25;0;15;933,8;0
7;01/09/2024;14,95;97;17,465;0,75;14,95;14,47;14,67175236;2,75;5,5;45;16,25;934,275;0
8;01/09/2024;15,35;97;17,905;50,25;15,35;14,87;15,06833584;2,5;4,75;33,75;19;934,575;0
9;01/09/2024;17,275;93,5;20,16;205,5;17,275;16,1975;16,61558138;4,5;7;39,375;14,5;934,725;0
10;01/09/2024;20,35;82,5;24,2525;289,5;20,35;17,2525;18,39971898;4,75;7,5;33,75;0;934,825;0
11;01/09/2024;22,625;77,25;27,74;538,5;22,625;18,4125;19,89939209;3,75;7;45;0;935;0
12;01/09/2024;24,95;67,5;31,7575;637,5;24,95;18,4925;20,73025054;2;4,5;67,5;0;934,85;0
13;01/09/2024;26,35;60,75;34,41;702,75;26,35;18,115;20,97402653;2;5,75;101,25;0;934,45;0
14;01/09/2024;27,63927564;56,75;36,225;690;27,25;17,875;21,12882616;2,75;6,75;213,75;0;933,925;0
15;01/09/2024;28,98551298;56;37,97;420;28,075;18,47;21,72111698;4,25;8,5;191,25;0;933,575;0
16;01/09/2024;30,40498759;50,5;41,125;512,25;29,5;18,1525;21,98543808;3;8;118,125;0;933,025;0
17;01/09/2024;28,94302976;50,75;38,5775;182,25;28,35;17,1475;21,06996873;2,5;5,5;213,75;0;932,775;0
18;01/09/2024;27,39129085;54;35,8825;154,5;27,075;16,955;20,54637457;2,75;6,25;11,25;0;932,55;0
19;01/09/2024;26,45;50,5;34,6025;69;26,45;15,2975;19,46231451;2;6,5;151,875;0;932,35;0
20;01/09/2024;24,825;53,5;31,5425;13,5;24,825;14,665;18,56620038;1,25;3,5;191,25;0;932,55;0
21;01/09/2024;21,125;76;25,4125;0;21,125;16,655;18,33030096;0;0,25;146,25;0;933,225;0
22;01/09/2024;18,675;85,5;21,925;0;18,675;16,175;17,14161929;0;0,25;0;0;933,65;0
23;01/09/2024;18,525;84,25;21,725;0;18,525;15,795;16,86214823;2;3,75;22,5;0;934;0
0;02/09/2024;18,275;86,25;21,4;0;18,275;15,9175;16,83711261;1,75;4,25;33,75;0;934,025;0
1;02/09/2024;18;88,25;21,0475;0;18;16,0125;16,78671572;2,75;6,25;90;0;934,05;0
2;02/09/2024;17,55;90,5;20,4825;0;17,55;15,965;16,58495375;2,5;5;67,5;1,25;934;0
3;02/09/2024;16,625;94;19,36;0;16,625;15,645;16,0363277;1,5;3,25;61,875;16;933,9;0
4;02/09/2024;16,55;95,5;19,27;0;16,55;15,82;16,11066787;1,75;3,75;45;16,75;933,625;0
5;02/09/2024;16,55;96;19,27;0;16,55;15,9;16,15977087;3;4,75;39,375;18;933,175;0
6;02/09/2024;16,25;96;18,9175;0;16,25;15,6075;15,86325114;0,5;2,25;90;20,25;933,3;0
7;02/09/2024;16,1;96;18,7475;0,75;16,1;15,46;15,71500629;0,25;1,5;45;21;933,45;0
8;02/09/2024;16,125;96,5;18,7875;49,5;16,125;15,565;15,78892429;0;0,25;78,75;23,25;933,725;0
9;02/09/2024;18,75;84,25;22,0525;219;18,75;15,96;17,04618305;2,75;5,25;157,5;7,5;933,975;0
10;02/09/2024;20,95;71,5;25,15;376,5;20,95;15,565;17,6404322;3,25;6,75;168,75;0;934,05;0
11;02/09/2024;23,075;65,75;28,4775;511,5;23,075;16,2925;18,81969531;3,25;7,5;213,75;0;933,975;0
12;02/09/2024;24,725;62,5;31,3725;598,5;24,725;17,045;19,81253136;3,75;7,5;151,875;0;933,575;0
13;02/09/2024;27,22288163;53,5;35,6075;624,75;26,95;16,6775;20,35991753;3;8,5;180;0;932,975;0
14;02/09/2024;27,72237209;49;36,6975;529,5;27,475;15,8075;20,06564089;4;10;191,25;0;932,475;0
15;02/09/2024;27,253195;52,25;35,6175;390,75;26,95;16,33;20,16696385;4,5;8;180;0;931,975;0
16;02/09/2024;29,36590417;46,25;40,3;261;29,125;16,375;20,90683371;3,75;8,5;180;0;931,4;0
17;02/09/2024;28,93416372;45,75;39,49;184,5;28,775;15,9275;20,55582357;2,25;6;191,25;0;930,8;0
18;02/09/2024;28,41560278;44,5;38,7075;176,25;28,425;15,1625;20,04974052;2,25;5,25;191,25;0;930,375;0
19;02/09/2024;26,83335315;50,75;35,31;71,25;26,8;15,67;19,77373662;2,25;7;95,625;0;930,375;0
20;02/09/2024;23,275;66,75;28,835;38,25;23,275;16,7125;19,11974302;12;18,5;11,25;0;931,175;0
21;02/09/2024;20,325;73,75;24,2075;0,75;20,325;15,455;17,34730045;9,75;16;22,5;0;932,225;0
22;02/09/2024;19,2;77,5;22,63;0;19,2;15,145;16,74739599;8,75;15;22,5;0;933;0
23;02/09/2024;18,325;81,25;21,4625;0;18,325;15,03;16,34679007;9,75;15,25;5,625;0;933,25;0
0;03/09/2024;18,05;84,25;21,11;0;18,05;15,33;16,41116132;8,75;13,25;11,25;0;933,375;0
1;03/09/2024;17,3;85;20,1725;0;17,3;14,735;15,77521624;8;13,25;16,875;0;933,75;0
2;03/09/2024;16,875;86,5;19,6575;0;16,875;14,5875;15,52380863;8,75;13,75;33,75;0;933,475;0
3;03/09/2024;16,325;86,75;19,0075;0;16,325;14,09;15,02091589;7,75;12,5;16,875;0;933,35;0
4;03/09/2024;16,05;88,25;18,6875;0;16,05;14,0875;14,90582436;7;11,5;33,75;0;933,1;0
5;03/09/2024;15,65;89,75;18,235;0;15,65;13,9575;14,66669205;6,25;11;50,625;0;933,225;0
6;03/09/2024;15,675;88,75;18,2625;0;15,675;13,81;14,59307316;9,75;15;84,375;0;933,15;0
7;03/09/2024;15,7;88,25;18,29;0;15,7;13,745;14,56833961;8,75;14;11,25;0;933,25;0
8;03/09/2024;16,025;86;18,66;27;16,025;13,6625;14,65779475;10,25;16,5;11,25;0;933,425;0
9;03/09/2024;16,625;83,5;19,3625;93,75;16,625;13,7925;14,97659596;11;17,25;11,25;0;933,825;0
10;03/09/2024;17,025;81,25;19,84;105,75;17,025;13,7625;15,12254634;10,75;15,5;22,5;0;934,375;0
11;03/09/2024;17,9;78;20,9225;237,75;17,9;13,98;15,59435816;11,25;16;11,25;0;934,65;0
12;03/09/2024;19,625;72,5;23,225;343,5;19,625;14,505;16,55796976;11,25;17,5;0;0;934,675;0
13;03/09/2024;21,475;68,5;25,9225;570;21,475;15,4;17,74561333;11,25;17,5;95,625;0;934,25;0
14;03/09/2024;22,925;65,5;28,22;699,75;22,925;16,09;18,65319588;11;16,5;33,75;0;933,9;0
15;03/09/2024;23,85;62,75;29,785;650,25;23,85;16,295;19,09356808;11;16,25;22,5;0;933,675;0
16;03/09/2024;24,175;60,25;30,3475;451,5;24,175;15,965;19,02543094;11,75;18;78,75;0;933,525;0
17;03/09/2024;23,65;61,5;29,44;185,25;23,65;15,7925;18,74530617;12,5;19,75;67,5;0;933,625;0
18;03/09/2024;22,475;62,5;27,49;244,5;22,475;14,9275;17,85530886;13,5;20;33,75;0;933,7;0
19;03/09/2024;20,25;68;24,1;39,75;20,25;14,1175;16,58855134;14,5;21,5;33,75;0;934,625;0
20;03/09/2024;18,175;73;21,2775;13,5;18,175;13,2225;15,29549392;13,5;19,25;90;0;934,9;0
21;03/09/2024;17,125;75,75;19,9575;0;17,125;12,7775;14,63410313;11;18,5;33,75;0;935,575;0
22;03/09/2024;16,8;77,75;19,5675;0;16,8;12,8625;14,54637759;10;16,75;33,75;0;936,325;0
23;03/09/2024;16,3;79,25;18,9775;0;16,3;12,67;14,23543527;12,25;20,25;22,5;0;936,2;0
0;04/09/2024;16,275;79,75;18,95;0;16,275;12,745;14,26405519;10,75;16,5;33,75;0;936,425;0
1;04/09/2024;16,25;79,5;18,92;0;16,25;12,67;14,21491474;11,5;17,75;22,5;0;936,475;0
2;04/09/2024;15,9;80,5;18,5175;0;15,9;12,5225;13,9885894;10,75;16,75;101,25;0;936,625;0
3;04/09/2024;15,4;82;17,9575;0;15,4;12,3175;13,66683446;10,25;15,5;22,5;0;936,425;0
4;04/09/2024;14,775;85;17,275;0;14,775;12,255;13,36634998;7,5;12;28,125;0;936,125;0
5;04/09/2024;14,575;85;17,0625;0;14,575;12,06;13,17533302;8,5;13,75;106,875;0;936,025;0
6;04/09/2024;14,9;83,25;17,41;0;14,9;12,06;13,31600854;8,75;15;28,125;0;936,4;0
7;04/09/2024;14,3;82,5;16,7775;0;14,3;11,3325;12,67532346;10;16,25;33,75;0;936,625;0
8;04/09/2024;14,25;82;16,7275;44,25;14,25;11,185;12,5778525;8,75;14,25;33,75;0;936,975;0
9;04/09/2024;16,05;74,75;18,69;216,75;16,05;11,5325;13,53792146;9,25;15;11,25;0;937,275;0
10;04/09/2024;16,625;71,5;19,3625;270;16,625;11,4075;13,72259408;11,25;17;22,5;0;937,725;0
11;04/09/2024;18,575;65,75;21,8;666,75;18,575;12;14,83151923;11;18;95,625;0;937,95;0
12;04/09/2024;20,05;61;23,8075;592,5;20,05;12,255;15,55506599;11,75;17;90;0;937,65;0
13;04/09/2024;20,7;58;24,76;683,25;20,7;12,095;15,73226329;10,5;17,5;90;0;937,475;0
14;04/09/2024;22,375;53,25;27,325;725,25;22,375;12,3675;16,51533948;8,75;15,25;129,375;0;937,05;0
15;04/09/2024;23,1;51,5;28,51;579,75;23,1;12,5225;16,86800935;9,25;16;95,625;0;936,8;0
16;04/09/2024;23;50;28,3425;290,25;23;11,9825;16,57076115;8,25;14,5;22,5;0;936,25;0
17;04/09/2024;23,35;46,75;28,925;172,5;23,35;11,2875;16,37830712;8,25;15;112,5;0;935,775;0
18;04/09/2024;22,925;47,75;28,2225;266,25;22,925;11,2175;16,1808297;7;12,75;45;0;935,375;0
19;04/09/2024;21,1;51,5;25,34;27,75;21,1;10,675;15,21184032;7,25;11;78,75;0;935,35;0
20;04/09/2024;19,95;54,5;23,675;10,5;19,95;10,4475;14,64107032;6,25;11,75;101,25;0;935,3;0
21;04/09/2024;17,925;60,25;20,9575;0;17,925;10,0525;13,6154734;5,5;9,25;22,5;0;935,825;0
22;04/09/2024;16,5;67;19,2175;0;16,5;10,3;13,12271332;4,75;8,5;45;0;936,4;0
23;04/09/2024;15,275;72,25;17,8225;0;15,275;10,2675;12,57069591;4,75;8;45;0;936,7;0
0;05/09/2024;14,1;77,5;16,5675;0;14,1;10,1875;12,0084185;3;5,75;45;0;936,9;0
1;05/09/2024;12,55;84,5;15,0425;0;12,55;9,975;11,19496399;1,75;3;33,75;0;936,725;0
2;05/09/2024;12,025;87,75;14,545;0;12,025;10,035;10,97982198;2,25;4,25;33,75;0;936,55;0
3;05/09/2024;11,2;90,5;13,8075;0;11,2;9,685;10,4143103;1;2,25;28,125;1;935,975;0
4;05/09/2024;10,65;92,75;13,33;0;10,65;9,51;10,06438145;1;2,5;33,75;9,25;935,525;0
5;05/09/2024;10,575;93;13,27;0;10,575;9,475;10,01119734;0,25;1,75;33,75;5,5;935,075;0
6;05/09/2024;10,8;93;13,46;0;10,8;9,7;10,2315261;1;3;33,75;2,75;934,7;0
7;05/09/2024;11,075;92;13,6975;0;11,075;9,815;10,41799488;2,25;4,5;16,875;1;934,425;0
8;05/09/2024;11,8;89,5;14,35;80,25;11,8;10,1075;10,90807873;2;4,25;11,25;0;934,225;0
9;05/09/2024;13,725;80,25;16,195;162,75;13,725;10,34;11,91200329;3,75;6,5;22,5;0;934,1;0
10;05/09/2024;16,45;70,25;19,16;405,75;16,45;10,9675;13,42228917;4,5;9;123,75;0;933,675;0
11;05/09/2024;17,85;64,75;20,8675;600,75;17,85;11,07;14,06526027;5,75;10,25;112,5;0;933,5;0
12;05/09/2024;19,2;58,5;22,625;617,25;19,2;10,8175;14,50196321;4,25;9;101,25;0;932,45;0
13;05/09/2024;20,275;51,75;24,1325;504,75;20,275;9,9675;14,55131777;2,5;6;106,875;0;931,575;0
14;05/09/2024;19,925;54;23,6375;346,5;19,925;10,29;14,54836938;3,25;7,5;78,75;0;930,675;0
15;05/09/2024;19,925;56;23,63;291,75;19,925;10,835;14,80301085;2,25;6;33,75;0;930,1;0
16;05/09/2024;20,275;52;24,13;240,75;20,275;10,0525;14,57917891;2;5,75;118,125;0;929,35;0
17;05/09/2024;19,85;52;23,525;141;19,85;9,66;14,2246014;2;5,5;67,5;0;928,575;0
18;05/09/2024;20,25;49,75;24,0975;148,5;20,25;9,3625;14,25762814;2,25;6,5;230,625;0;928,025;0
19;05/09/2024;18,975;51,5;22,3225;37,5;18,975;8,6975;13,4327901;1,25;4;236,25;0;927,625;0
20;05/09/2024;18,025;54,5;21,0825;6,75;18,025;8,62;12,99727133;0,25;1,5;236,25;0;927,225;0
21;05/09/2024;15,825;66,25;18,4575;0;15,825;9,4775;12,42037961;7,25;13,5;22,5;0;927,425;0
22;05/09/2024;14,125;71,25;16,5925;0;14,125;8,95;11,41391923;9;14,5;78,75;0;927,9;0
23;05/09/2024;14;72,25;16,46;0;14;9,0375;11,39776989;5,75;10,25;22,5;0;927,525;0
0;06/09/2024;13,725;74,75;16,185;0;13,725;9,2775;11,38668327;4,5;7,5;45;0,75;927,425;0
1;06/09/2024;12,925;83,75;15,395;0;12,925;10,21;11,47913095;2,5;5,25;11,25;19,75;926,95;0
2;06/09/2024;12,2;91,25;14,71;0;12,2;10,8025;11,44876599;1,75;3,75;84,375;28,25;926,9;0,1
3;06/09/2024;12,05;90,5;14,57;0;12,05;10,525;11,23796544;1,25;4;90;24,75;926,65;0
4;06/09/2024;11,9;92;14,43;0;11,9;10,6275;11,22094115;1,25;3,25;0;25,75;926,625;0
5;06/09/2024;11,6;91,5;14,1625;0;11,6;10,245;10,88640408;0,75;2,25;146,25;16,5;926,15;0
6;06/09/2024;10,775;91,75;13,4375;0;10,775;9,4725;10,10133615;0,75;3,5;202,5;9;926,4;0
7;06/09/2024;9,55;89,5;12,435;0;9,55;7,8875;8,726280531;1;3,25;67,5;6,75;926,475;0
8;06/09/2024;9,325;90;12,2675;76,5;9,325;7,7325;8,537752844;0,75;2,75;157,5;10,5;927,05;0
9;06/09/2024;12,65;74,5;15,15;130,5;12,65;8,175;10,3643696;1,5;4,75;180;0;927,375;0
10;06/09/2024;14,675;63;17,1725;292,5;14,675;7,645;11,06968357;2;5;157,5;0;927,175;0
11;06/09/2024;16,15;57,5;18,8125;545,25;16,15;7,6875;11,7608079;2,75;6,5;174,375;0;927,3;0
12;06/09/2024;17,55;53,75;20,4875;788,25;17,55;7,9775;12,5085923;3,25;8;146,25;0;927,15;0
13;06/09/2024;18,475;48,75;21,67;804,75;18,475;7,415;12,66971221;4,75;12,5;140,625;0;926,9;0
14;06/09/2024;19,375;44,75;22,875;738;19,375;6,975;12,88290959;5,25;12,25;180;0;926,675;0
15;06/09/2024;20,1;41,75;23,8775;659,25;20,1;6,6175;13,05410529;5,75;11,25;163,125;0;926,325;0
16;06/09/2024;21,25;36,75;25,57;398,25;21,25;5,825;13,23492395;5,25;12,5;258,75;0;925,85;0
17;06/09/2024;22,175;35;27,005;146,25;22,175;5,93;13,66686876;4;9,25;191,25;0;925,825;0
18;06/09/2024;21,75;34,75;26,335;252;21,75;5,465;13,31430108;4,5;9,5;191,25;0;925,675;0
19;06/09/2024;19,65;38,75;23,2475;57;19,65;5,15;12,29601515;4,75;11;180;0;925,55;0
20;06/09/2024;18,45;44,25;21,63;9,75;18,45;5,9675;12,07875534;3;8;168,75;0;925,8;0
21;06/09/2024;16,975;50;19,7875;0;16,975;6,4075;11,59090928;3;7,25;303,75;0;926,175;0
22;06/09/2024;16,25;52,5;18,9175;0;16,25;6,4475;11,28357974;2,75;7,25;225;0;927,05;0
23;06/09/2024;15,3;58;17,85;0;15,3;7,015;11,08572374;1,75;4,5;225;0;927,5;0
0;07/09/2024;14,825;61,25;17,33;0;14,825;7,375;11,02167816;1;3,75;180;0;927,65;0
1;07/09/2024;13,7;67;16,1675;0;13,7;7,625;10,60892769;0,75;2,5;135;0;927,875;0
2;07/09/2024;11,75;74,25;14,3025;0;11,75;7,26;9,518996538;0,75;2,75;135;0;928,225;0
3;07/09/2024;10,5;80,25;13,205;0;10,5;7,2025;8,880155935;1,5;4;202,5;0;928,5;0
4;07/09/2024;10,45;82,5;13,1625;0;10,45;7,565;9,022750294;2,5;4,5;191,25;0;928,6;0
5;07/09/2024;11,15;81;13,7625;0;11,15;7,9775;9,558159926;3;5,5;180;0;928,75;0
6;07/09/2024;10,575;84;13,2675;0;10,575;7,955;9,266857831;2,75;4,75;213,75;0;928,9;0
7;07/09/2024;9,6;88;12,47;0,75;9,6;7,6875;8,658340193;1,75;3,75;168,75;0;929,2;0
8;07/09/2024;10;86,25;12,81;69,75;10;7,765;8,889513215;3,25;5;168,75;0;929,75;0
