hour;date;Contenido volumetrico (10 cm);Contenido volumetrico (20 cm);Contenido volumetrico (40 cm);Contenido volumetrico (60 cm);Agua util;Temperatura en suelo (10 cm);Temperatura en suelo (20 cm);Temperatura en suelo (40 cm);Temperatura en suelo (60 cm)
18;04/08/2024;14,7;19,3;27,8;26,2;36,5792319;29,775;27,6;26,275;25
19;04/08/2024;14,65;19,225;27,75;26,2;36,5042319;30,425;27,875;26,3;25
20;04/08/2024;14,525;19,2;27,7;26,2;36,4292319;30,2;28,15;26,4;24,925
21;04/08/2024;14,45;19,2;27,7;26,2;36,4292319;29,575;28,3;26,475;24,9
22;04/08/2024;14,4;19,2;27,7;26,2;36,4292319;28,925;28,275;26,6;24,9
23;04/08/2024;14,375;19,2;27,7;26,2;36,4292319;28,25;28,125;26,7;25
0;05/08/2024;14,3;19,2;27,7;26,275;36,5792319;27,725;27,925;26,8;25
1;05/08/2024;14,275;19,2;27,7;26,3;36,6292319;27,325;27,725;26,85;25
2;05/08/2024;14,225;19,175;27,7;26,3;36,6292319;27,025;27,525;26,9;25,1
3;05/08/2024;14,2;19,1;27,7;26,3;36,6292319;26,75;27,35;26,9;25,1
4;05/08/2024;14,2;19,1;27,7;26,3;36,6292319;26,45;27,175;26,9;25,1
5;05/08/2024;14,2;19,1;27,7;26,3;36,6292319;26,125;26,95;26,9;25,1
6;05/08/2024;14,1;19,1;27,7;26,3;36,6292319;25,8;26,75;26,9;25,1
7;05/08/2024;14,1;19;27,7;26,3;36,6292319;25,525;26,525;26,85;25,2
8;05/08/2024;14,1;19;27,7;26,3;36,6292319;25,3;26,35;26,8;25,2
9;05/08/2024;14,1;19;27,625;26,3;36,5167319;25,225;26,125;26,775;25,2
10;05/08/2024;14,1;18,925;27,6;26,3;36,4792319;25,825;26,025;26,65;25,2
11;05/08/2024;14,125;18,9;27,525;26,25;36,2667319;27;26,125;26,6;25,2
12;05/08/2024;14,2;18,875;27,5;26,2;36,1292319;28,15;26,45;26,525;25,2
13;05/08/2024;14,975;18,8;27,425;26,2;36,0167319;29,325;26,875;26,45;25,2
14;05/08/2024;26,975;18,85;27,4;26,1;41,03836385;29,575;27,35;26,4;25,2
15;05/08/2024;31,775;19,675;27,325;26,1;45,3205745;29,25;27,65;26,45;25,2
16;05/08/2024;32,275;22,1;27,3;26,1;46,1474958;28,975;27,8;26,525;25,125
17;05/08/2024;32,45;24,95;27,3;26,1;48,7869171;28,9;27,875;26,6;25,1
18;05/08/2024;32,525;27,275;27,225;26,1;51,0744171;29,025;27,9;26,625;25,1
19;05/08/2024;32,675;28,725;27,2;26,1;52,6369171;29,3;28,05;26,7;25,1
20;05/08/2024;32,75;29,4;27,2;26,1;53,3869171;29,075;28,175;26,8;25,1
21;05/08/2024;32,65;29,475;27,2;26,1;53,3619171;28,575;28,175;26,85;25,1
22;05/08/2024;32,975;30,1;27,25;26,125;54,4369171;28,025;28,1;26,9;25,1
23;05/08/2024;32,975;30,275;27,45;26,2;55,0619171;27,425;27,925;26,975;25,15
0;06/08/2024;32,575;29,675;27,9;26,2;54,7369171;27,125;27,75;27,1;25,2
1;06/08/2024;32,3;29,4;28,25;26,2;54,7119171;26,9;27,575;27,1;25,2
2;06/08/2024;31,65;29,15;28,5;26,2;54,1869171;26,675;27,425;27,1;25,275
3;06/08/2024;31,25;29,025;28,725;26,2;53,9994171;26,45;27,275;27,1;25,3
4;06/08/2024;30,9;28,85;28,85;26,2;53,6619171;26,175;27,075;27,1;25,3
5;06/08/2024;32,575;32,825;28,95;26,3;59,6619171;25,8;26,65;27,1;25,3
6;06/08/2024;33,4;34,2;29,5;26,3;62,6869171;25,275;26,475;27,1;25,3
7;06/08/2024;33,4;34,2;31;26,3;64,9369171;24,925;26,225;27,025;25,3
8;06/08/2024;33,5;34,2;32,2;26,3;66,8369171;24,55;25,925;26,925;25,4
9;06/08/2024;33,55;34,2;32,925;26,3;67,9744171;24,4;25,6;26,85;25,4
10;06/08/2024;33,5;34,2;33,15;26,3;68,2619171;24,825;25,4;26,775;25,4
11;06/08/2024;32,75;32,225;33,05;26,3;65,3869171;25,65;25,45;26,625;25,4
12;06/08/2024;32,175;31,025;32,85;26,3;63,3119171;26,65;25,725;26,55;25,4
13;06/08/2024;31,65;30,75;32,65;26,3;62,2119171;27,7;26,05;26,425;25,4
14;06/08/2024;31,325;30,475;32,425;26,3;61,2744171;28,05;26,425;26,4;25,4
15;06/08/2024;31,025;30,25;32,275;26,325;60,5744171;28,025;26,725;26,4;25,325
16;06/08/2024;30,675;30;32,125;26,4;59,8994171;28,075;26,875;26,4;25,3
17;06/08/2024;30,35;29,8;32;26,4;59,1869171;28,1;27,05;26,4;25,3
18;06/08/2024;30,05;29,575;31,9;26,5;58,7119171;28,375;27,15;26,4;25,3
19;06/08/2024;29,75;29,35;31,8;26,525;58,0869171;28,675;27,35;26,475;25,3
20;06/08/2024;29,425;29,275;31,775;26,625;57,8494171;28,3;27,45;26,525;25,3
21;06/08/2024;29,225;29,2;31,7;26,725;57,6619171;27,775;27,475;26,6;25,3
22;06/08/2024;29,075;29,125;31,65;26,825;57,5619171;27,475;27,4;26,6;25,3
23;06/08/2024;28,975;29,1;31,6;26,925;57,5619171;27,15;27,35;26,7;25,3
0;07/08/2024;28,875;29;31,6;27,025;57,5619171;26,75;27,25;26,775;25,3
1;07/08/2024;28,775;28,95;31,5;27,1;57,4119171;26,4;27,075;26,8;25,3
2;07/08/2024;28,675;28,9;31,5;27,2;57,4619171;26,1;26,875;26,8;25,3
3;07/08/2024;28,6;28,825;31,45;27,3;57,4369171;25,8;26,725;26,8;25,3
4;07/08/2024;28,55;28,775;31,4;27,4;57,4619171;25,525;26,525;26,8;25,3
5;07/08/2024;28,45;28,7;31,4;27,475;57,4369171;25,25;26,35;26,8;25,3
6;07/08/2024;28,4;28,625;31,35;27,55;57,3869171;24,975;26,15;26,75;25,3
7;07/08/2024;28,3;28,6;31,3;27,6;57,2869171;24,725;25,95;26,7;25,3
8;07/08/2024;28,225;28,5;31,3;27,7;57,3119171;24,5;25,775;26,6;25,3
9;07/08/2024;28,175;28,45;31,225;27,75;57,1994171;24,4;25,575;26,6;25,3
10;07/08/2024;28,1;28,35;31,2;27,8;57,0869171;24,8;25,4;26,475;25,3
11;07/08/2024;27,975;28,225;31,15;27,85;56,8619171;25,75;25,45;26,4;25,3
12;07/08/2024;27,8;28,05;31,1;27,9;56,5369171;26,85;25,675;26,325;25,3
13;07/08/2024;30,1;28,025;31,025;27,875;58,6494171;27,975;26,05;26,3;25,3
14;07/08/2024;32,4;33,7;30,95;27,825;66,4119171;28,575;26,625;26,3;25,3
15;07/08/2024;32,875;33,875;30,925;27,8;66,9744171;28,55;27,05;26,275;25,3
16;07/08/2024;32,575;33,2;31,85;27,85;67,4869171;28,4;27,275;26,3;25,25
17;07/08/2024;31,025;30,925;32,4;27,875;64,5369171;28,4;27,3;26,3;25,2
18;07/08/2024;30,55;30,525;32,275;27,9;63,5244171;28,625;27,325;26,375;25,2
19;07/08/2024;30,2;30,2;32,125;27,9;62,6244171;29,025;27,45;26,4;25,2
20;07/08/2024;29,9;30,025;32,025;27,9;61,9994171;28,925;27,625;26,425;25,2
21;07/08/2024;29,7;29,9;31,925;27,975;61,6744171;28,4;27,7;26,5;25,1
22;07/08/2024;29,55;29,825;31,9;28,05;61,5619171;27,95;27,65;26,6;25,15
23;07/08/2024;29,425;29,7;31,8;28,125;61,3119171;27,55;27,575;26,625;25,2
0;08/08/2024;29,325;29,6;31,8;28,2;61,2619171;27,15;27,425;26,7;25,2
1;08/08/2024;29,2;29,525;31,775;28,3;61,2244171;26,775;27,325;26,8;25,2
2;08/08/2024;29,075;29,45;31,7;28,375;61,0619171;26,375;27,125;26,8;25,2
3;08/08/2024;29;29,4;31,675;28,425;60,9994171;26,025;26,9;26,8;25,225
4;08/08/2024;28,9;29,3;31,6;28,5;60,8369171;25,725;26,725;26,8;25,3
5;08/08/2024;28,825;29,25;31,6;28,575;60,8619171;25,4;26,5;26,8;25,3
6;08/08/2024;28,775;29,175;31,575;28,6;60,7494171;25,175;26,3;26,8;25,3
7;08/08/2024;28,7;29,1;31,5;28,7;60,6869171;24,925;26,1;26,725;25,3
8;08/08/2024;28,6;29,05;31,5;28,725;60,5869171;24,725;25,9;26,65;25,3
9;08/08/2024;28,575;29;31,45;28,8;60,5869171;24,6;25,725;26,6;25,3
10;08/08/2024;28,5;28,9;31,4;28,8;60,3369171;24,925;25,6;26,55;25,3
11;08/08/2024;28,4;28,825;31,4;28,8;60,1619171;25,75;25,6;26,425;25,3
12;08/08/2024;28,275;28,65;31,3;28,825;59,7619171;26,775;25,8;26,4;25,3
13;08/08/2024;28,1;28,5;31,275;28,8;59,3494171;28,025;26,1;26,3;25,3
14;08/08/2024;27,8;28,35;31,2;28,8;58,7869171;28,4;26,5;26,3;25,3
15;08/08/2024;27,45;28,1;31,125;28,8;58,0744171;28,45;26,85;26,3;25,3
16;08/08/2024;27,05;27,875;31,1;28,8;57,4119171;28,5;27,025;26,3;25,275
17;08/08/2024;26,575;27,6;31;28,8;56,5119171;28,6;27,2;26,3;25,2
18;08/08/2024;26,15;27,35;30,975;28,775;55,7494171;28,95;27,35;26,375;25,2
19;08/08/2024;25,775;27,15;30,9;28,75;55,0119171;29,45;27,525;26,4;25,2
20;08/08/2024;25,475;27;30,9;28,75;54,5619171;29,35;27,775;26,45;25,2
21;08/08/2024;25,3;27;30,9;28,8;54,4869171;28,925;27,9;26,55;25,2
22;08/08/2024;25,2;27;30,85;28,8;54,3119171;28,375;27,9;26,6;25,2
23;08/08/2024;25,1;26,9;30,8;28,875;54,1869171;27,925;27,825;26,675;25,2
0;09/08/2024;25,025;26,9;30,8;28,9;54,1619171;27,575;27,7;26,8;25,2
1;09/08/2024;24,975;26,9;30,8;28,9;54,1119171;27,3;27,55;26,8;25,2
2;09/08/2024;24,9;26,825;30,8;28,9;53,9619171;26,95;27,375;26,875;25,2
3;09/08/2024;24,8;26,8;30,75;28,9;53,7619171;26,625;27,25;26,9;25,275
4;09/08/2024;24,725;26,8;30,7;28,9;53,6119171;26,325;27,05;26,9;25,3
5;09/08/2024;24,65;26,7;30,7;29;53,6369171;26,025;26,875;26,9;25,3
6;09/08/2024;24,6;26,7;30,7;29;53,5869171;25,775;26,7;26,9;25,3
7;09/08/2024;24,55;26,675;30,7;29;53,5119171;25,5;26,5;26,875;25,3
8;09/08/2024;24,5;26,6;30,625;29;53,2744171;25,3;26,325;26,8;25,3
9;09/08/2024;24,425;26,6;30,6;29;53,1619171;25,2;26,125;26,8;25,325
10;09/08/2024;24,325;26,475;30,6;29;52,9369171;25,475;26,025;26,725;25,4
11;09/08/2024;24,15;26,35;30,575;29;52,5994171;26,3;26,025;26,625;25,4
12;09/08/2024;23,925;26,15;30,5;28,95;51,9619171;27,325;26,225;26,6;25,4
13;09/08/2024;23,65;25,925;30,475;28,9;51,3244171;28,55;26,55;26,525;25,4
14;09/08/2024;23,25;25,675;30,4;28,85;50,4619171;29,1;26,95;26,5;25,3
15;09/08/2024;22,85;25,4;30,325;28,8;49,5744171;29,125;27,3;26,5;25,3
16;09/08/2024;22,4;25,125;30,3;28,8;48,8119171;29,225;27,5;26,5;25,3
17;09/08/2024;21,975;24,825;30,25;28,7;47,97778515;29,325;27,7;26,6;25,3
18;09/08/2024;21,65;24,6;30,2;28,7;47,6580745;29,725;27,85;26,6;25,3
19;09/08/2024;21,325;24,35;30,2;28,7;47,4080745;30,225;28,1;26,7;25,3
20;09/08/2024;21,075;24,225;30,2;28,7;47,2830745;30,1;28,325;26,8;25,3
21;09/08/2024;20,925;24,2;30,1;28,7;47,1080745;29,625;28,4;26,825;25,3
22;09/08/2024;20,8;24,1;30,1;28,7;47,0080745;29,125;28,4;26,9;25,3
23;09/08/2024;20,725;24,1;30,1;28,7;47,0080745;28,7;28,375;27;25,3
0;10/08/2024;22,175;24,3;30,1;28,8;48,55278515;28,325;28,275;27,1;25,3
1;10/08/2024;32,05;28,25;30,1;28,8;61,2869171;27,7;28,1;27,125;25,325
2;10/08/2024;32,45;31,875;31,775;28,8;67,8244171;27,125;27,775;27,25;25,4
3;10/08/2024;32,375;31,65;33,25;30,425;72,9869171;26,75;27,425;27,275;25,4
4;10/08/2024;32,5;31,975;33,4;32,825;78,4619171;26,35;27,075;27,125;25,55
5;10/08/2024;32,6;32,15;33,475;33,375;80,3274171;25,95;26,7;27,1;25,625
6;10/08/2024;32,625;32,125;33,5;33,55;82,3970171;25,575;26,275;27;25,75
7;10/08/2024;32,7;32,075;33,5;33,625;83,1484671;25,3;25,975;26,8;25,8
8;10/08/2024;32,7;32,15;33,5;33,7;83,6758671;25,125;25,725;26,525;25,8
9;10/08/2024;32,75;32,1;33,5;33,725;83,9432171;25,05;25,5;26,35;25,875
10;10/08/2024;32,8;32,1;33,5;33,8;84,2471671;25,55;25,475;26,3;25,8
11;10/08/2024;32,825;32,15;33,5;33,8;84,7322971;26,825;25,85;26,375;25,8
12;10/08/2024;32,65;31,6;33,375;33,8;83,8131821;28,05;26,5;26,45;25,8
13;10/08/2024;32,15;30,75;33,075;33,65;81,2624171;28,85;26,9;26,575;25,8
14;10/08/2024;31,525;30,4;32,8;33,475;79,2036171;29,125;27,225;26,6;25,725
15;10/08/2024;30,9;30,125;32,6;33,35;77,4701171;29;27,475;26,625;25,7
16;10/08/2024;30,45;29,825;32,45;33,225;76,0183171;29,05;27,65;26,725;25,6
17;10/08/2024;30,125;29,6;32,325;33,125;74,8634671;29,1;27,825;26,8;25,6
18;10/08/2024;29,75;29,35;32,2;33,075;73,7336171;29,3;27,925;26,85;25,6
19;10/08/2024;29,425;29,175;32,1;33;72,7540671;29,6;28,1;26,9;25,6
20;10/08/2024;29,125;29,075;32,025;33;72,1565171;29,325;28,275;26,975;25,6
21;10/08/2024;28,9;29;32;32,9;71,6095671;28,825;28,3;27,075;25,6
22;10/08/2024;28,75;29;32;32,9;71,4784671;28,35;28,275;27,1;25,6
23;10/08/2024;28,6;28,9;31,9;32,9;71,0879171;28,025;28,15;27,2;25,6
0;11/08/2024;28,525;28,9;31,9;32,8;70,8034671;27,8;28,075;27,3;25,6
1;11/08/2024;28,4;28,8;31,9;32,8;70,5879171;27,525;27,925;27,3;25,6
2;11/08/2024;28,325;28,775;31,875;32,8;70,4409671;27,225;27,825;27,3;25,6
3;11/08/2024;28,225;28,7;31,8;32,775;70,0940171;26,85;27,65;27,375;25,6
4;11/08/2024;28,15;28,675;31,8;32,7;69,8251171;26,55;27,475;27,4;25,625
5;11/08/2024;28,05;28,6;31,775;32,7;69,6220671;26,25;27,3;27,4;25,7
6;11/08/2024;27,975;28,575;31,725;32,7;69,4376171;25,95;27,1;27,325;25,7
7;11/08/2024;27,9;28,5;31,7;32,7;69,2501171;25,65;26,85;27,3;25,7
8;11/08/2024;27,825;28,45;31,7;32,7;69,1251171;25,4;26,675;27,3;25,7
9;11/08/2024;27,75;28,4;31,7;32,675;68,9217671;25,425;26,475;27,225;25,775
10;11/08/2024;27,6;28,25;31,6;32,6;68,1894671;25,825;26,375;27,125;25,8
11;11/08/2024;27,35;28,05;31,575;32,6;67,5129671;26,525;26,4;27,1;25,8
12;11/08/2024;27,05;27,85;31,5;32,525;66,5425671;27,5;26,525;27;25,8
13;11/08/2024;26,75;27,625;31,45;32,5;65,6752171;28,7;26,85;26,9;25,8
14;11/08/2024;26,275;27,4;31,4;32,45;64,5828671;29,1;27,25;26,9;25,7
15;11/08/2024;25,775;27,125;31,3;32,4;63,3499671;29,075;27,525;26,9;25,7
16;11/08/2024;25,35;26,9;31,3;32,4;62,5298671;29,125;27,775;26,9;25,7
17;11/08/2024;24,95;26,65;31,225;32,3;61,3783671;29,2;27,9;26,925;25,7
18;11/08/2024;24,55;26,45;31,2;32,3;60,6463671;29,125;28,05;27;25,7
19;11/08/2024;24,175;26,275;31,125;32,3;59,9744171;29,3;28,125;27,1;25,65
20;11/08/2024;23,9;26,15;31,1;32,2;59,3369171;29,1;28,275;27,1;25,6
21;11/08/2024;23,75;26,1;31,1;32,2;59,1369171;28,825;28,3;27,175;25,6
22;11/08/2024;23,7;26,175;31,1;32,2;59,1619171;28,525;28,3;27,275;25,6
23;11/08/2024;23,65;26,15;31,1;32,2;59,0869171;28,25;28,225;27,3;25,675
0;12/08/2024;23,6;26,15;31,05;32,2;58,9619171;27,925;28,1;27,35;25,7
1;12/08/2024;23,6;26,1;31;32,2;58,8369171;27,6;28;27,4;25,7
2;12/08/2024;23,5;26,1;31;32,175;58,6869171;27,3;27,85;27,4;25,7
3;12/08/2024;23,5;26,1;31;32,125;58,5869171;27,05;27,7;27,4;25,7
4;12/08/2024;23,45;26,1;31;32,125;58,5369171;26,825;27,55;27,4;25,8
5;12/08/2024;23,4;26,025;31;32,1;58,3619171;26,6;27,375;27,4;25,8
6;12/08/2024;23,4;26;31;32,1;58,3558171;26,35;27,225;27,4;25,8
7;12/08/2024;23,3;26;30,95;32,1;58,1808171;26,125;27,05;27,4;25,8
8;12/08/2024;23,3;26;30,925;32,1;58,1622171;25,95;26,875;27,325;25,8
9;12/08/2024;23,25;25,975;30,9;32,1;58,0402671;25,9;26,775;27,3;25,8
10;12/08/2024;23,125;25,875;30,9;32;57,5869171;26,2;26,625;27,275;25,8
11;12/08/2024;22,975;25,75;30,875;32;57,2744171;26,975;26,65;27,15;25,8
12;12/08/2024;22,8;25,55;30,8;31,975;56,7369171;27,95;26,85;27,1;25,8
13;12/08/2024;22,525;25,375;30,75;31,9;56,0619171;28,975;27,15;27,1;25,8
14;12/08/2024;22,15;25,15;30,7;31,9;55,4224958;29,3;27,525;27,1;25,8
15;12/08/2024;21,85;24,95;30,65;31,8;54,8830745;29,125;27,8;27,1;25,8
16;12/08/2024;21,475;24,7;30,6;31,8;54,5580745;29,1;27,925;27,1;25,8
17;12/08/2024;21,175;24,5;30,55;31,8;54,2830745;29,1;28,05;27,1;25,8
18;12/08/2024;20,9;24,3;30,5;31,7;53,8080745;29,3;28,125;27,125;25,8
19;12/08/2024;20,625;24,125;30,5;31,7;53,6330745;29,6;28,275;27,2;25,8
20;12/08/2024;20,4;23,975;30,425;31,7;53,3705745;29,3;28,4;27,3;25,8
21;12/08/2024;20,25;23,9;30,4;31,65;53,1580745;28,75;28,4;27,3;25,8
22;12/08/2024;20,2;23,9;30,4;31,6;53,0580745;28,35;28,35;27,375;25,8
23;12/08/2024;20,1;23,9;30,4;31,6;53,0580745;27,85;28,25;27,4;25,8
0;13/08/2024;20,075;23,9;30,4;31,6;53,0580745;27,525;28,075;27,425;25,8
1;13/08/2024;29,325;24,35;32,575;31,6;63,9744171;27,275;27,9;27,475;25,8
2;13/08/2024;32,175;30,15;33,375;31,675;74,5603171;26,825;27,55;27,4;25,8
3;13/08/2024;32,3;31,75;33,4;32,75;81,6300621;26,35;27,15;27,4;25,825
4;13/08/2024;32,35;31,95;33,4;33,55;83,5433771;25,925;26,775;27,4;25,9
5;13/08/2024;32,4;32,025;33,5;33,9;84,5183771;25,575;26,45;27,3;25,9
6;13/08/2024;32,4;32,1;33,4;34;84,6433771;25,275;26,125;27,175;26
7;13/08/2024;32,475;32,1;33,4;34,075;84,8683771;24,975;25,825;27,075;26,1
8;13/08/2024;32,5;32,175;33,425;34,1;85,0558771;24,725;25,525;26,875;26,1
9;13/08/2024;32,5;32,2;33,4;34,1;85,0433771;24,6;25,3;26,775;26,1
10;13/08/2024;32,575;32,225;33,4;34,15;85,2433771;25,025;25,1;26,6;26,1
11;13/08/2024;32,6;32,3;33,4;34,2;85,4433771;25,975;25,35;26,45;26,1
12;13/08/2024;32,225;31,7;33,325;34,15;84,2558771;26,35;25,725;26,4;26,1
13;13/08/2024;31,475;30,75;33,1;34,05;82,0117621;26,45;25,925;26,4;26,025
14;13/08/2024;31,2;30,4;32,9;33,925;80,6562671;26,4;26,075;26,4;25,925
15;13/08/2024;30,95;30,15;32,7;33,8;79,4172671;26,5;26,15;26,45;25,9
16;13/08/2024;30,75;29,975;32,575;33,675;78,4441171;26,4;26,275;26,5;25,9
17;13/08/2024;30,55;29,85;32,475;33,575;77,6746171;26,175;26,3;26,525;25,85
18;13/08/2024;30,375;29,725;32,375;33,5;77,0179171;25,925;26,3;26,6;25,8
19;13/08/2024;30,15;29,575;32,3;33,425;76,2953671;25,875;26,275;26,6;25,8
20;13/08/2024;30,025;29,5;32,25;33,4;75,9231171;25,725;26,2;26,6;25,8
21;13/08/2024;29,95;29,425;32,2;33,4;75,6508671;25,575;26,1;26,6;25,8
22;13/08/2024;29,9;29,4;32,2;33,35;75,4664171;25,425;26,1;26,6;25,775
23;13/08/2024;29,8;29,3;32,1;33,3;74,9786171;25,325;25,975;26,6;25,7
0;14/08/2024;29,725;29,25;32,1;33,3;74,8347171;25,175;25,9;26,6;25,7
1;14/08/2024;29,65;29,2;32,1;33,3;74,6908171;24,975;25,8;26,55;25,7
2;14/08/2024;29,575;29,175;32;33,2;74,2219171;24,775;25,65;26,5;25,675
3;14/08/2024;29,475;29,1;32;33,2;74,0280171;24,575;25,55;26,425;25,6
4;14/08/2024;29,4;29,075;32;33,2;73,8996671;24,375;25,375;26,4;25,6
5;14/08/2024;29,325;29;31,925;33,2;73,6182671;24,2;25,275;26,375;25,6
6;14/08/2024;29,275;28,95;31,9;33,15;73,3807671;23,975;25,075;26,3;25,6
7;14/08/2024;29,2;28,9;31,9;33,1;73,1463171;23,8;24,925;26,275;25,6
8;14/08/2024;29,15;28,9;31,9;33,1;73,0679671;23,6;24,775;26,15;25,6
9;14/08/2024;31,15;31,325;32,05;33,1;77,7085171;23,475;24,575;26,1;25,5
10;14/08/2024;33,4;34,075;33,25;33,1;85,2966471;24,075;24,35;25,925;25,5
11;14/08/2024;31,875;32,375;33,3;33,225;82,6933771;24,975;24,425;25,8;25,4
12;14/08/2024;31;30,75;33;33,3;79,7535171;25,6;24,675;25,75;25,4
13;14/08/2024;30,7;30,45;32,75;33,3;78,5422671;26,425;24,95;25,7;25,4
14;14/08/2024;30,4;30,25;32,55;33,25;77,5005171;26,6;25,3;25,625;25,35
15;14/08/2024;30,15;30,075;32,425;33,2;76,6179171;26,45;25,5;25,6;25,3
16;14/08/2024;29,975;29,925;32,325;33,125;75,8606171;26,4;25,6;25,6;25,3
17;14/08/2024;29,8;29,775;32,25;33,1;75,2408171;26,4;25,725;25,65;25,275
18;14/08/2024;29,65;29,675;32,175;33,1;74,7649171;26,575;25,8;25,7;25,2
19;14/08/2024;29,475;29,55;32,1;33,075;74,1795671;26,875;25,875;25,7;25,15
20;14/08/2024;29,35;29,5;32,05;33;73,7134171;26,625;25,975;25,8;25,1
21;14/08/2024;29,2;29,4;32;33;73,3884171;26,025;26;25,8;25,1
22;14/08/2024;29,1;29,375;32;33;73,2823171;25,375;25,875;25,8;25,1
23;14/08/2024;29;29,3;31,9;33;72,9478671;24,825;25,725;25,8;25,1
0;15/08/2024;28,9;29,275;31,9;32,9;72,6228671;24,325;25,475;25,825;25,1
1;15/08/2024;28,825;29,2;31,9;32,9;72,4728671;23,9;25,25;25,85;25,1
2;15/08/2024;28,775;29,125;31,9;32,9;72,3573171;23,55;25,025;25,8;25,05
3;15/08/2024;28,7;29,1;31,8;32,9;72,0978671;23,3;24,8;25,8;25
4;15/08/2024;28,625;29,025;31,8;32,9;71,9573171;22,975;24,55;25,8;25
5;15/08/2024;28,6;29;31,8;32,9;71,8978671;22,7;24,35;25,725;25
6;15/08/2024;28,525;28,95;31,8;32,825;71,6228671;22,4;24,1;25,625;25
7;15/08/2024;28,5;28,9;31,725;32,8;71,3664671;22,175;23,875;25,575;25
8;15/08/2024;28,425;28,875;31,7;32,8;71,2195171;21,925;23,675;25,45;24,925
9;15/08/2024;28,4;28,8;31,7;32,8;71,1195171;21,8;23,475;25,375;24,9
10;15/08/2024;28,325;28,725;31,675;32,8;70,9131171;22,025;23,3;25,3;24,9
11;15/08/2024;28,3;28,65;31,65;32,8;70,7189171;22,75;23,3;25,175;24,9
12;15/08/2024;28,2;28,55;31,6;32,75;70,2494171;23,7;23,4;25,1;24,9
13;15/08/2024;28,075;28,475;31,55;32,7;69,7232171;24,725;23,675;24,95;24,825
14;15/08/2024;27,85;28,35;31,5;32,7;69,1470171;25,1;24;24,9;24,8
15;15/08/2024;27,6;28,225;31,475;32,65;68,4549671;24,975;24,275;24,9;24,8
16;15/08/2024;27,325;28,075;31,4;32,6;67,6190171;24,9;24,375;24,9;24,75
17;15/08/2024;27,05;27,95;31,4;32,6;67,0394671;24,925;24,425;24,9;24,675
18;15/08/2024;26,8;27,825;31,3;32,575;66,2943671;25,25;24,55;24,9;24,6
19;15/08/2024;26,575;27,7;31,3;32,5;65,6526171;25,575;24,675;24,9;24,6
20;15/08/2024;26,3;27,625;31,275;32,5;65,1328171;25,325;24,8;24,9;24,6
21;15/08/2024;26,2;27,6;31,2;32,5;64,8858671;24,925;24,8;24,9;24,575
22;15/08/2024;26,1;27,6;31,2;32,5;64,8236671;24,575;24,8;24,9;24,5
23;15/08/2024;26,025;27,6;31,2;32,5;64,7959171;24,25;24,75;24,9;24,5
0;16/08/2024;26;27,6;31,2;32,45;64,7087171;23,925;24,625;25;24,45
1;16/08/2024;25,925;27,575;31,2;32,4;64,5181671;23,625;24,475;25;24,4
2;16/08/2024;25,9;27,5;31,2;32,4;64,4559671;23,275;24,35;25;24,4
3;16/08/2024;25,85;27,5;31,15;32,4;64,3309671;22,975;24,175;25;24,4
4;16/08/2024;25,8;27,5;31,1;32,4;64,2343171;22,725;23,975;25;24,4
5;16/08/2024;25,75;27,475;31,1;32,4;64,1687671;22,375;23,825;24,9;24,4
6;16/08/2024;25,7;27,425;31,1;32,4;64,0971171;22,025;23,6;24,9;24,4
7;16/08/2024;25,675;27,4;31,1;32,4;64,0471171;21,7;23,375;24,875;24,4
8;16/08/2024;25,6;27,4;31,1;32,4;63,9721171;21,4;23,175;24,8;24,4
9;16/08/2024;25,6;27,325;31,1;32,4;63,9254671;21,35;22,925;24,75;24,4
10;16/08/2024;25,6;27,275;31,025;32,35;63,6346171;21,825;22,8;24,625;24,4
11;16/08/2024;25,5;27,15;31;32,3;63,1492671;22,9;22,85;24,575;24,3
12;16/08/2024;28,2;28,6;30,975;32,3;67,1011171;24,175;23,15;24,45;24,3
13;16/08/2024;32,975;33,375;31,075;32,225;77,8767821;26,225;24,075;24,4;24,3
14;16/08/2024;33,025;33,4;32,825;32,2;82,1058771;26,85;24,725;24,35;24,3
15;16/08/2024;33,1;33,4;33,2;32,4;83,1433771;26,55;25,1;24,325;24,225
16;16/08/2024;33,125;33,425;33,2;33,4;85,1933771;26,275;25,275;24,4;24,2
17;16/08/2024;33,2;33,425;33,2;33,775;86,0183771;26,225;25,3;24,5;24,125
18;16/08/2024;33,3;33,5;33,2;33,9;86,4433771;26,525;25,425;24,625;24,1
19;16/08/2024;33,35;33,525;33,2;33,9;86,5183771;27,025;25,675;24,775;24,1
20;16/08/2024;33,425;33,6;33,2;34;86,8683771;26,8;25,85;24,85;24,1
21;16/08/2024;33,5;33,65;33,2;34;86,9933771;26,25;25,9;24,9;24,1
22;16/08/2024;33,6;33,7;33,2;34,075;87,2933771;25,65;25,775;25,05;24,1
23;16/08/2024;33,6;33,75;33,225;34,1;87,4308771;25,125;25,575;25,1;24,1
0;17/08/2024;33,425;33,775;33,25;34,1;87,3183771;24,7;25,35;25,2;24,1
1;17/08/2024;31,4;31,475;33,05;34,075;82,5195821;24,4;25,125;25,225;24,1
2;17/08/2024;30,65;31;32,85;34;80,6206171;24,175;24,975;25,2;24,2
3;17/08/2024;30,325;30,825;32,675;33,9;79,4974671;23,975;24,825;25,2;24,2
